Y3S 2.6 0.001 1.70029832342*10^-05
Y3S 3.04 0.001 1.27882231066*10^-05
Y3S 3.54 0.001 8.23364176443*10^-06
Y3S 4.1 0.001 4.39732373346*10^-06
Y3S 0.1 0.01 3.1017119136*10^-05
Y3S 0.28 0.01 3.09437985165*10^-05
Y3S 0.43 0.01 3.07930145395*10^-05
Y3S 0.6 0.01 3.01725948521*10^-05
Y3S 0.78 0.01 2.97376314611*10^-05
Y3S 1.0 0.01 2.92230243335*10^-05
Y3S 1.25 0.01 2.75852444843*10^-05
Y3S 1.52 0.01 2.61289467805*10^-05
Y3S 1.84 0.01 2.38531871759*10^-05
Y3S 2.2 0.01 2.09132895395*10^-05
Y3S 2.6 0.01 1.69495811628*10^-05
Y3S 3.04 0.01 1.28039495687*10^-05
Y3S 3.54 0.01 8.31211060088*10^-06
Y3S 4.1 0.01 4.39876998379*10^-06
Y3S 0.1 0.1 3.00793448763*10^-05
Y3S 0.28 0.1 3.00893959504*10^-05
Y3S 0.43 0.1 3.01145996933*10^-05
Y3S 0.6 0.1 2.94424132594*10^-05
Y3S 0.78 0.1 2.90028966591*10^-05
Y3S 1.0 0.1 2.86876114988*10^-05
Y3S 1.25 0.1 2.72491474148*10^-05
Y3S 1.52 0.1 2.5730999182*10^-05
Y3S 1.84 0.1 2.3701977208*10^-05
Y3S 2.2 0.1 2.01030297643*10^-05
Y3S 2.6 0.1 1.63644408056*10^-05
Y3S 3.04 0.1 1.23201213819*10^-05
Y3S 3.54 0.1 7.94363207185*10^-06
Y3S 4.1 0.1 4.14435139243*10^-06
